word,pitch
しんいんせい【心因性】,シンインセー￣
じんうえん【腎う炎《×盂》】,ジンウ＼エン
しんうち【真打ち】［芸能］,シ＼ンウチ
しんうん【進運】,シンウン￣
しんえい【新営】,シンエー￣
しんえい【新鋭】,シンエー￣
しんえい【親衛】,シンエー￣
じんえい【陣営】,ジンエー￣
しんえいたい【親衛隊】,シンエータイ￣
しんえつ【親閲】,シンエツ￣
しんえつ【信越】［地名］,シンエツ￣
しんえん【神えん《×苑》】,シンエン￣
しんえん【深遠】,シンエン￣
しんえん【深えん《×淵》】,シンエン￣
しんえん【新円】,シンエン￣
じんえん【人煙】,ジンエン￣
じんえん【腎炎】,ジ＼ンエン
しんおう【深奥】,シンオー￣
しんおう【震央】,シンオー￣
しんおん【心音】,シンオン￣
しんか【臣下】,シ＼ンカ
しんか【神火】,シ＼ンカ
しんか【真価】,シ＼ンカ
しんか【深化】,シ＼ンカ
しんか【進化】,シ＼ンカ
じんか【人家】,ジ＼ンカ
シンカー,シ＼ンカー
シンガーソングライター,シンカ゚ーソンク゚ラ＼イター
しんかい【深海】,シンカイ￣
しんがい【心外】,シンカ゚イ￣
しんがい【侵害】,シンカ゚イ￣
しんがい【震がい《×駭》】,シンカ゚イ￣
じんかい《×塵芥》,ジンカイ￣
じんがい【人外】,ジ＼ンカ゚イ
じんがい【じん外《×塵》】,ジンカ゚イ￣
しんかいぎょ【深海魚】,シンカ＼イキ゚ョ
しんかいざめ【深海ざめ《×鮫》】,シンカ＼イザメ
しんかいち【新開地】,シンカ＼イチ
しんがお【新顔】,シンカ゚オ￣
しんかく【神格】,シンカク￣
しんがく【心学】,シンカ゚ク￣
しんがく【神学】,シンカ゚ク￣
しんがく【進学】,シンカ゚ク￣
じんかく【人格】,ジンカク￣
しんがくいわい【進学祝】,シンカ゚クイ＼ワイ
じんかくか【人格化】,ジンカくカ￣
しんがくこう【進学校】,シンカ゚く＼コー
じんかくしゃ【人格者】,ジンカ＼くシャ
しんがくりつ【進学率】,シンカ゚ク＼リツ
じんがさ【陣がさ《×笠》】,ジンカ゚サ￣
しんがた【新型】,シンカ゚タ￣
しんがっき【新学期】,シンカ゚＼ッキ
しんがっこう【神学校】,シンカ゚＼ッコー
しんかなづかい【新かなづかい】,シンカナズ＼カイ
しんかぶ【新株】［経済］,シ＼ンカブ
しんかぶおち【新株落ち】［経済］,シンカブオチ￣
しんかぶき【新歌舞伎】,シンカ＼ブキ
シンガポール［地名］,シンガポ＼ール
しんから,シ＼ンカラ
しんがら【新柄】,シンカ゚ラ￣
しんがり《×殿》,シンカ゚リ￣
しんかろん【進化論】,シンカ＼ロン
しんかん【信管】,シンカン￣
しんかん【神官】,シ＼ンカン
しんかん【森閑】,シンカン￣
しんかん【新刊】,シンカン￣
しんかん【新館】,シンカン￣
しんかん《×震撼》,シンカン￣
しんがん【心眼】,シンカ゚ン￣
しんがん【心願】,シンカ゚ン￣
しんがん【真がん《×贋》】,シンカ゚ン￣
しんかんしょ【新刊書】,シンカンショ￣
しんかんせん【新幹線】,シンカ＼ンセン
しんき【心気】,シ＼ンキ
しんき【心き《×悸》】,シ＼ンキ
しんき【神器】,シ＼ンキ
しんき【振起】,シ＼ンキ
しんき【新奇】,シ＼ンキ
しんき【新規】,シ＼ンキ
しんぎ【心技】,シ＼ンキ゚
しんぎ【信義】,シ＼ンキ゚
しんぎ【神技】,シ＼ンキ゚
しんぎ【真偽】,シ＼ンキ゚
しんぎ【審議】,シ＼ンキ゚
じんき【人気】,ジンキ￣
じんぎ【仁義】,ジ＼ンキ゚
じんぎ【神器】,ジ＼ンキ゚
じんぎ【神ぎ《×祇》】,ジ＼ンキ゚
しんきいってん【心機一転】,シ＼ンキ・イッテン￣
しんぎかい【審議会】,シンキ゚＼カイ
しんぎかん【審議官】,シンキ゚＼カン
しんぎきょひ【審議拒否】,シンキ゚キョ＼ヒ
しんきくさい【辛気臭い】,シンキくサ＼イ
しんきげん【新紀元】,シンキ＼ケ゚ン
しんきじく【新機軸】,シンキ＼ジク
ジンギスカン［食］,ジンキ゚＼すカン
ジンギスカンなべ【ジンギスカン鍋】,ジンキ゚すカンナ＼ベ
しんぎみりょう【審議未了】,シ＼ンキ゚・ミリョー￣
しんきゅう【進級】,シンキュー￣
しんきゅう【新旧】,シ＼ンキュー
しんきゅう《×鍼灸》,シンキュー￣
しんきゅうこうたい【新旧交代】,シ＼ンキュー・コータイ￣
しんきゅうせいりょく【新旧勢力】,シンキューセ＼ーリョク
しんきょ【新居】,シ＼ンキョ
しんきょう【心境】,シンキョー￣
しんきょう【信教】,シ＼ンキョー
しんきょう【神橋】,シンキョー￣
しんきょう【神鏡】,シンキョー￣
しんきょう【進境】,シンキョー￣
しんきょう【新教】,シ＼ンキョー
しんきょうと【新教徒】,シンキョ＼ート
しんきょく【新曲】,シンキョク￣
しんきろう《×蜃気楼》,シンキ＼ロー
しんきろく【新記録】,シンキ＼ロク
しんきん【心筋】,シンキン￣
しんきん【親近】,シンキン￣
しんぎん【しん吟《×呻》】,シンキ゚ン￣
しんきんこうそく【心筋梗塞】,シンキンコ＼ーソク
しんく【辛苦】,シ＼ンク
しんく【深紅】,シ＼ンク
シンク,シ＼ンク
しんぐ【寝具】,シ＼ンク゚
じんく【神供】,ジ＼ンク
じんく【甚句】,ジ＼ンク
しんくう【真空】,シンクー￣
しんぐう【新宮】,シンク゚＼ー
しんぐう【新宮】［地名］,シンク゚＼ー
しんぐう【新宮】［地名］,シンク゚＼ー
じんぐう【神宮】,ジンク゚＼ー
しんくうかん【真空管】,シンクーカン￣
ジンクス,ジ＼ンくス
シンクタンク,シンくタ＼ンク
シングル,シ＼ングル
シングルス［スポーツ］,シ＼ングルス
シングルばん【シングル盤】,シングルバン￣
シングルファーザー,シングルファ＼ーザー
シングルマザー,シングルマ＼ザー
シングルモルト,シングルモ＼ルト
シンクロ,シンクロ￣
シンクロナイズ,シンクロナ＼イズ
シンクロナイズドスイミング,シンクロナイズドス＼イミンク゚
しんくん【神君】,シ＼ンクン
しんぐん【進軍】,シンク゚ン￣
じんくん【仁君】,ジンクン￣
しんけい【神経】,シ＼ンケー
じんけい【仁恵】,ジンケー￣
じんけい【陣形】,ジンケー￣
しんけいか【神経科】,シンケーカ￣
しんけいかびん【神経過敏】,シ＼ンケー・カビン￣
しんけいこう【新傾向】,シンケ＼ーコー
しんけいさいぼう【神経細胞】,シンケーサ＼イボー
しんけいしつ【神経質】,シンケ＼ーしツ
しんけいしょう【神経症】,シンケーショー￣
しんけいすいじゃく【神経衰弱】,シンケース＼イジャク
しんけいつう【神経痛】,シンケーツー￣
しんけいでんたつぶっしつ【神経伝達物質】,シ＼ンケー・デンタツブ＼ッしツ
しんげき【進撃】,シンケ゚キ￣
しんげき【新劇】,シンケ゚キ￣
しんけつ【心血】,シ＼ンケツ
しんげつ【新月】,シ＼ンケ゚ツ
しんけん【真剣】,シンケン￣
しんけん【親権】,シンケン￣
しんげん【進言】,シンケ゚ン￣
しんげん【森厳】,シンケ゚ン￣
しんげん【震源】,シンケ゚ン￣
しんげん【しん言《×箴》】,シンケ゚ン￣
じんけん【人絹】,ジンケン￣
じんけん【人権】,ジンケン￣
じんけんいと【人絹糸】,ジンケ＼ンイト
しんけんざい【新建材】,シンケ＼ンザイ
じんけんし【人絹糸】,ジンケ＼ンシ
しんけんしゃ【親権者】,シンケ＼ンシャ
じんけんじゅうりん【人権じゅうりん《×蹂躙》】,ジンケン￣・ジューリン￣
じんけんしんがい【人権侵害】,ジンケン￣・シンカ゚イ￣
じんけんせんげん【人権宣言】,ジンケンセ＼ンケ゚ン
じんけんそんちょう【人権尊重】,ジンケン￣・ソンチョー￣
しんげんち【震源地】,シンケ゚＼ンチ
じんけんひ【人件費】,ジンケ＼ンヒ
しんげんぶくろ【信玄袋】,シンケ゚ンブ＼クロ
しんけんぽう【新憲法】,シンケ＼ンポー
じんけんもんだい【人権問題】,ジンケンモ＼ンダイ
しんこ【真個】,シ＼ンコ
しんこ【新古】,シ＼ンコ
しんこ《×新香》,シンコ￣
しんこ【しん粉《×糝》】,シンコ￣
しんご【新語】,シンコ゚￣
じんご【人後】,ジ＼ンコ゚
じんご【人語】,ジ＼ンコ゚
しんこう【信仰】,シンコー￣
しんこう【侵攻】,シンコー￣
しんこう【振興】,シンコー￣
しんこう【深更】,シンコー￣
しんこう【深厚】,シンコー￣
しんこう【進行】,シンコー￣
しんこう【進攻】,シンコー￣
しんこう【進講】,シンコー￣
しんこう【新興】,シンコー￣
しんこう【親交】,シンコー￣
しんごう【信号】,シンコ゚ー￣
じんこう【人口】,ジンコー￣
じんこう【人工】,ジンコー￣
じんこう《×沈香》［植物］,ジンコー￣
しんこうがかり【進行係】,シンコーカ゚＼カリ
しんごうき【信号旗】,シンコ゚＼ーキ
しんごうき【信号機】,シンコ゚＼ーキ
じんこうぎょしょう【人工魚礁】,ジンコーギョ＼ショー
しんこうけい【進行形】,シンコーケー￣
じんこうげんしょう【人口減少】,ジンコー￣・ゲンショー￣
じんこうげんそ【人工元素】,ジンコーゲ＼ンソ
じんこうこきゅうほう【人工呼吸法】,ジンコーコキューホー￣
しんこうこく【新興国】,シンコ＼ーコク
じんこうしば【人工芝】,ジンコ＼ーシバ
しんこうしゃ【進講者】,シンコ＼ーシャ
しんこうしゅうきょう【新興宗教】,シンコーシュ＼ーキョー
じんこうじゅせい【人工授精】,ジンコージュ＼セー
しんごうしょ【信号所】,シンコ゚ーショ￣
しんごうじょ【信号所】,シンコ゚ージョ￣
じんこうしんぱい【人工心肺】,ジンコーシ＼ンパイ
じんこうぞうか【人口増加】,ジンコー￣・ゾーカ￣
じんこうてき【人工的】,ジンコーテキ￣
じんこうとうせき【人工透析】,ジンコート＼ーセキ
じんこうばくはつ【人口爆発】,ジンコーバ＼くハツ
じんこうふか【人工ふ化《×孵》】,ジンコーふ＼カ
しんこうほうこう【進行方向】,シンコーホ＼ーコー
しんごうまち【信号待ち】,シンコ゚ーマチ￣
じんこうみつど【人口密度】,ジンコーミ＼ツド
じんこうゆき【人工雪】,ジンコ＼ーユキ
じんこうりゅうしゅつ【人口流出】,ジンコー￣・リューしュツ￣
じんこうりゅうにゅう【人口流入】,ジンコー￣・リューニュー￣
しんこうりょう【新綱領】,シンコ＼ーリョー
じんこうりん【人工林】,ジンコ＼ーリン
しんこきゅう【深呼吸】,シンコ＼キュー
しんこく【申告】,シンコク￣
しんこく【神国】,シ＼ンコク
しんこく【深刻】,シンコク￣
しんこく【新穀】,シンコク￣
しんこく【親告】,シンコク￣
しんこくか【深刻化】,シンコくカ￣
しんこくざい【親告罪】,シンコク＼ザイ
しんこくしょ【申告書】,シンコくショ＼
しんこざいく【しん粉細工《×糝》】,シンコザ＼イク
じんこつ【人骨】,ジンコツ￣
しんこっちょう【真骨頂】,シンコ＼ッチョー
シンコペーション［音楽］,シンコペ＼ーション
しんこん【心魂】,シンコン￣
しんこん【新婚】,シンコン￣
しんごんしゅう【真言宗】,シンコ゚＼ンシュー
しんさ【審査】,シ＼ンサ
しんさい【震災】,シンサイ￣
じんさい【人才】,ジンサイ￣
じんさい【人災】,ジンサイ￣
じんざい【人材】,ジンザイ￣
じんざいいくせい【人材育成】,ジンザイイ＼くセー
じんざいはけん【人材派遣】,ジンザイハ＼ケン
しんさいばし【心斎橋】［地名］,シンサ＼イバシ
じんざいぶそく【人材不足】,ジンザイブ＼ソク
じんざいようせい【人材養成】,ジンザイヨ＼ーセー
しんさいん【審査員】,シンサ＼イン
しんさかい【審査会】,シンサ＼カイ
しんさかん【審査官】,シンサ＼カン
しんさく【新作】,シンサク￣
しんさくもつ【新作物】［農林業］,シンサク＼モツ
しんさくもの【新作物】,シンサクモノ￣
しんさつ【診察】,シンサツ￣
しんさつ【新札】,シンサツ￣
しんさつしつ【診察室】,シンサツ＼しツ
しんさつじょ【診察所】,シンサツジョ￣
しんさん【心算】,シンサン￣
しんさん【辛酸】,シンサン￣
しんざん【深山】,シ＼ンザン
しんざん【新参】,シンザン￣
しんざんもの【新参者】,シンザンモノ￣
しんし【振子】,シ＼ンシ
しんし【紳士】,シ＼ンシ
しんし【親子】,シ＼ンシ
しんし【真摯】,シ＼ンシ
しんじ【心耳】,シ＼ンジ
しんじ【心事】,シ＼ンジ
しんじ【臣事】,シ＼ンジ
しんじ【芯地】,シンジ￣
しんじ【神事】,シ＼ンジ
しんじ【神璽】,シ＼ンジ
しんじ【新字】,シンジ￣
しんじ【宍道】［地名］,シンジ￣
じんし【人士】,ジ＼ンシ
じんじ【人事】,ジ＼ンジ
じんじ【仁慈】,ジ＼ンジ
しんじあう【信じ合う】,シンジア＼ウ
しんじいけ【心字池】,シンジ＼イケ
じんじいどう【人事異動】,ジンジイ＼ドー
じんじいん【人事院】,ジンジ＼イン
じんじか【人事課】,ジンジカ￣
しんしき【神式】,シンしキ￣
しんしき【新式】,シンしキ￣
しんしきょうてい【紳士協定】,シンしキョ＼ーテー
シンジケート,シンジケ＼ート
じんじけん【人事権】,ジンジ＼ケン
しんじこ【宍道湖】［地名］,シンジ＼コ
しんじこむ【信じ込む】,シンジコ＼ム
しんじたい【新字体】,シンジタイ￣
しんじたい【新事態】,シンジ＼タイ
しんじだい【新時代】,シンジ＼ダイ
しんしつ【心室】,シンしツ￣
しんしつ【寝室】,シンしツ￣
しんじつ【真実】,シ＼ンジツ
しんじつみ【真実味】,シンジツミ￣
しんしてき【紳士的】,シンしテキ￣
しんしどう【紳士道】,シンシ＼ドー
シンシナティ［地名］,シンシ＼ナティ
しんじのう【神事能】［芸能］,シンジ＼ノー
しんしばり【伸子張り】,シンシバリ￣
じんじぶ【人事部】,ジンジ＼ブ
しんしふく【紳士服】,シンシ＼ふク
じんじふせい【人事不省】,ジ＼ンジ・ふセー￣
しんしほしゃ《×唇歯輔車》,シ＼ンシ・ホ＼シャ
しんしゃ【深謝】,シ＼ンシャ
しんしゃ【新車】,シンシャ￣
しんじゃ【信者】,シ＼ンジャ
じんしゃ【仁者】,ジ＼ンシャ
じんじゃ【神社】,ジ＼ンジャ
ジンジャーエール,ジンジャーエ＼ール
しんジャガ【新じゃが】,シンジャカ゚￣
しんしゃく【しん酌《×斟》】,シ＼ンシャク
じんじゃぶっかく【神社仏閣】,ジ＼ンジャ・ブッカク￣
しんしゅ【進取】,シ＼ンシュ
しんしゅ【新酒】,シンシュ￣
しんしゅ【新種】,シンシュ￣
しんじゅ【真珠】,シンジュ￣
じんしゅ【人種】,ジンシュ￣
しんしゅう【真宗】,シ＼ンシュー
しんしゅう【新秋】,シンシュー￣
しんしゅう【信州】［地名］,シ＼ンシュー
しんじゅう【心中】,シンジュー￣
しんじゅうだて【心中立て】,シンジューダテ￣
しんじゅうもの【心中物】,シンジューモノ￣
しんじゅがい【真珠貝】,シンジュ＼カ゚イ
しんしゅく【伸縮】,シンしュク￣
しんじゅく【新宿】［地名］,シンジュク￣
しんしゅくじざい【伸縮自在】,シンしュク￣・ジザイ￣
しんじゅしき【親授式】,シンジュ＼しキ
しんしゅつ【浸出】,シンしュツ￣
しんしゅつ【進出】,シンしュツ￣
じんじゅつ【仁術】,ジ＼ンジュツ
しんしゅつきぼつ【神出鬼没】,シンしュツ￣・キボツ￣
しんしゅん【新春】,シンシュン￣
しんじゅん【浸潤】,シンジュン￣
しんしょ【心緒】,シ＼ンショ
しんしょ【信書】,シ＼ンショ
しんしょ【新書】,シンショ￣
しんしょ【親書】,シ＼ンショ
しんじょ【神助】,シ＼ンジョ
しんじょ【寝所】,シ＼ンジョ
しんしょう【心証】,シンショー￣
しんしょう【身上】,シ＼ンショー
しんしょう【辛勝】,シンショー￣
しんしょう【真症】,シンショー￣
しんしょう【紳商】,シンショー￣
しんじょう【心情】,シンジョー￣
しんじょう【身上】,シンジョー￣
しんじょう【信条】,シンジョー￣
しんじょう【真情】,シンジョー￣
しんじょう【新庄】［地名］,シ＼ンジョー
じんじょう【尋常】,ジンジョー￣
じんじょういちよう【尋常一様】,ジンジョー￣・イチヨー￣
じんじょうか【尋常科】,ジンジョーカ￣
じんじょうしょうがっこう【尋常小学校】,ジンジョーショーカ゚＼ッコー
しんじょうてき【心情的】,シンジョーテキ￣
しんしょうひつばつ【信賞必罰】,シンショー￣・ひツバツ￣
しんしょうぼうだい【針小棒大】,シンショー￣・ボーダイ￣
しんしょうもち【身上持ち】,シンショ＼ーモチ
しんしょく【侵食《×蝕》】,シンショク￣
しんしょく【浸食《×蝕》】,シンショク￣
しんしょく【神色】,シ＼ンショク
しんしょく【神職】,シ＼ンショク
しんしょく【寝食】,シ＼ンショク
しんじょたい【新所帯】,シンジョ＼タイ
しんしょばん【新書判】,シンショバン￣
しんじる【信じる】,シンジ＼ル
しんしろ【新城】［地名］,シンシロ￣
しんしろく【紳士録】,シンシ＼ロク
しんしん【心身】,シ＼ンシン
しんしん【津々】,シンシン￣
しんしん【新進】,シンシン￣
しんしん,シンシン￣
しんじん【信心】,シンジ＼ン
しんじん【深甚】,シンジン￣
しんじん【新人】,シンジン￣
じんしん【人心】,ジンシン￣
じんしん【人臣】,ジンシン￣
しんじんおう【新人王】,シンジ＼ンオー
しんしんきえい【新進気鋭】,シンシン￣・キエー￣
しんしんこうじゃく【心神耗弱】,シ＼ンシン・コージャク￣
しんしんしょう【心身症】,シンシンショー￣
しんしんそうしつ【心神喪失】,シ＼ンシン・ソーしツ￣
じんじんばしょり《×端折》,ジンジンバ＼ショリ
しんすい【心酔】,シンスイ￣
しんすい【浸水】,シンスイ￣
しんすい【進水】,シンスイ￣
しんすい【薪水】,シンスイ￣
しんずい【心髄】,シンズイ￣
しんずい【神髄】,シンズイ￣
しんすいしき【進水式】,シンス＼イしキ
しんずる【信ずる】,シンズ＼ル
しんせい【心性】,シンセー￣
しんせい【申請】,シンセー￣
しんせい【神聖】,シンセー￣
しんせい【真正】,シンセー￣
しんせい【真性】,シンセー￣
しんせい【新生】,シンセー￣
しんせい【新制】,シンセー￣
しんせい【新星】,シンセー￣
じんせい【人世】,ジ＼ンセー
じんせい【人生】,ジ＼ンセー
じんせい【仁政】,ジンセー￣
しんせいかつ【新生活】,シンセ＼ーカツ
じんせいかん【人生観】,ジンセ＼ーカン
しんせいけん【新政権】,シンセ＼ーケン
しんせいコレラ【真性コレラ】,シンセーコ＼レラ
しんせいさく【新政策】,シンセ＼ーサク
しんせいじ【新生児】,シンセ＼ージ
しんせいしゃ【申請者】,シンセ＼ーシャ
しんせいしょ【申請書】,シンセーショ￣
じんせいてつがく【人生哲学】,ジンセーテツ＼カ゚ク
しんせいど【新制度】,シンセ＼ード
しんせいひん【新製品】,シンセ＼ーヒン
しんせいふ【新政府】,シンセ＼ーフ
じんせいろん【人生論】,ジンセ＼ーロン
しんせかい【新世界】,シンセ＼カイ
しんせき【臣籍】,シンセキ￣
しんせき【親戚】,シンセキ￣
じんせき【人跡】,ジンセキ￣
シンセサイザー,シンセサ＼イザー
しんせつ【新設】,シンセツ￣
しんせつ【新雪】,シンセツ￣
しんせつ【新説】,シンセツ￣
しんせつ【親切】,シ＼ンセツ
しんせつぎ【親切気】,シンセツ＼キ゚
しんせつごかし【親切ごかし】,シンセツコ゚＼カシ
しんぜる【進ぜる】,シンゼ＼ル
しんせん【神仙】,シンセン￣
しんせん【深浅】,シンセン￣
しんせん【新船】,シンセン￣
しんせん【新鮮】,シンセン￣
しんせん【深圳】［地名］,シ＼ンセン
しんぜん【神前】,シンゼン￣
しんぜん【親善】,シンゼン￣
じんせん【人選】,ジンセン￣
しんぜんけっこん【神前結婚】,シンゼンケ＼ッコン
じんぜんしき【人前式】,ジンゼ＼ンしキ
しんぜんび【真善美】,シンゼ＼ンビ
しんせんみ【新鮮味】,シンセンミ￣
しんぜんムード【親善ムード】,シンゼンム＼ード
しんそ【親疎】,シ＼ンソ
しんそう【真相】,シンソー￣
しんそう【深窓】,シンソー￣
しんそう【深層】,シンソー￣
しんそう【新装】,シンソー￣
しんぞう【心臓】,シンゾー￣
しんぞう【新造】,シンゾー￣
じんぞう【人造】,ジンゾー￣
じんぞう【腎臓】,ジンゾー￣
しんぞういしょく【心臓移植】,シンゾーイ＼ショク
じんぞうえん【腎臓炎】,ジンゾ＼ーエン
しんそうかいめい【真相解明】,シンソー￣・カイメー￣
じんぞうがん【腎臓がん《×癌》】,ジンゾ＼ーガン
しんそうきゅうめい【真相究明】,シンソー￣・キューメー￣
じんぞうけっせき【腎臓結石】,ジンゾーケ＼ッセキ
しんぞうご【新造語】,シンゾーコ゚￣
じんぞうこ【人造湖】,ジンゾ＼ーコ
じんぞうせき【人造石】,ジンゾ＼ーセキ
じんぞうにんげん【人造人間】,ジンゾーニ＼ンケ゚ン
しんぞうびょう【心臓病】,シンゾービョー￣
じんぞうびょう【腎臓病】,ジンゾービョー￣
しんぞうぶ【心臓部】,シンゾ＼ーブ
しんぞうべんまくしょう【心臓弁膜症】,シンゾーベンマくショー￣
じんぞうまい【人造米】,ジンゾーマイ￣
しんぞうまひ【心臓まひ《×麻痺》】,シンゾーマ＼ヒ
しんぞく【親族】,シ＼ンゾク
じんそく【迅速】,ジンソク￣
しんぞくかいぎ【親族会議】,シンゾくカ＼イキ゚
しんそこ【心底】,シ＼ンソコ
しんそつ【新卒】,シンソツ￣
じんた,ジ＼ンタ
しんたい【身体】,シ＼ンタイ
しんたい【進退】,シ＼ンタイ
しんだい【身代】,シ＼ンダイ
しんだい【寝台】,シンダイ￣
じんたい【人体】,ジ＼ンタイ
じんたい【じん帯《×靱》】,ジンタイ￣
じんだい【人台】,ジンダイ￣
じんだい【神代】,ジ＼ンダイ
じんだい【甚大】,ジンダイ￣
しんたいうかがい【進退伺】,シンタイウ＼カカ゚イ
しんだいかぎり【身代限り】,シンダイカ＼キ゚リ
じんだいかぐら【神代神楽】,ジンダイカ＼ク゚ラ
しんだいけん【寝台券】,シンダ＼イケン
じんだいこ【陣太鼓】,ジンダ＼イコ
しんたいし【新体詩】,シンタ＼イシ
じんだいじ【深大寺】,ジ＼ンダイジ
しんだいしゃ【寝台車】,シンダ＼イシャ
しんたいしょうがいしゃ【身体障害者】,シンタイショーカ゚＼イシャ
じんだいすぎ【神代杉】,ジンダ＼イスキ゚
しんたいそう【新体操】,シンタ＼イソー
しんたいはっぷ【身体髪膚】,シ＼ンタイ・ハ＼ップ
じんだいめいし【人代名詞】,ジンダイメ＼ーシ
じんだいもじ【神代文字】,ジンダイモ＼ジ
しんたいりく【新大陸】,シンタ＼イリク
しんたく【信託】,シンタク￣
しんたく【神託】,シンタク￣
しんたく【新宅】,シンタク￣
しんたくがいしゃ【信託会社】,シンタクカ゚＼イシャ
しんたくぎんこう【信託銀行】,シンタクギ＼ンコー
しんたくとうち【信託統治】,シンタくト＼ーチ
しんたつ【申達】,シンタツ￣
じんだて【陣立て】,ジンダテ＼
しんたん【心胆】,シンタン￣
しんたん【薪炭】,シンタン￣
しんだん【診断】,シンダン￣
しんだんしょ【診断書】,シンダンショ￣
しんち【新地】,シンチ￣
しんち【新地】［地名］,シ＼ンチ
じんち【人知】,ジ＼ンチ
じんち【陣地】,ジ＼ンチ
しんちく【新築】,シンちク￣
じんちく【人畜】,ジンちク￣
しんちくいわい【新築祝】,シンちクイ＼ワイ
しんちしき【新知識】,シンち＼シキ
しんちゃ【新茶】,シンチャ￣
しんちゃく【新着】,シンチャク￣
しんちゅう【心中】,シ＼ンチュー
しんちゅう【身中】,シ＼ンチュー
しんちゅう【進駐】,シンチュー￣
しんちゅう《×真鍮》,シンチュー￣
じんちゅう【陣中】,ジ＼ンチュー
しんちゅうぐん【進駐軍】,シンチュ＼ーク゚ン
じんちゅうみまい【陣中見舞い】,ジンチューミ＼マイ
しんちょ【心緒】,シ＼ンチョ
しんちょ【新著】,シ＼ンチョ
しんちょう【伸長】,シンチョー￣
しんちょう【伸張】,シンチョー￣
しんちょう【身長】,シンチョー￣
しんちょう【深長】,シンチョー￣
しんちょう【清朝】［歴史］,シ＼ンチョー
しんちょう【慎重】,シンチョー￣
しんちょう【新調】,シンチョー￣
じんちょうげ《×沈丁花》［植物］,ジンチョ＼ーケ゚
しんちょうけい【身長計】,シンチョーケー￣
しんちょうは【慎重派】,シンチョーハ￣
しんちょうろん【慎重論】,シンチョ＼ーロン
しんちょく【進捗】,シンチョク￣
しんちんたいしゃ【新陳代謝】,シンチンタ＼イシャ
しんつう【心痛】,シンツー￣
じんつう【陣痛】,ジンツー￣
じんつうりき【神通力】,ジンツ＼ーリキ
しんづけ【新漬け】,シンズケ￣
しんて【新手】［囲碁］［将棋］,シンテ￣
しんてい【心底】,シ＼ンテー
しんてい【進呈】,シンテー￣
しんてい【新訂】,シンテー￣
しんていし【心停止】,シンテ＼ーシ
じんていじんもん【人定尋問】,ジンテージ＼ンモン
じんてき【人的】,ジンテキ￣
じんてきこうけん【人的貢献】,ジンテき￣・コーケン￣
しんでし【新弟子】,シンデシ￣
シンデレラ,シンデ＼レラ
しんてん【伸展】,シンテン￣
しんてん【進展】,シンテン￣
しんてん【親展】,シンテン￣
しんでん【神田】,シンデン￣
しんでん【神殿】,シンデン￣
しんでん【寝殿】,シンデン￣
しんでん【新田】,シンデン￣
しんでん【新殿】,シンデン￣
しんでん【親電】,シンデン￣
しんでんず【心電図】［医学］,シンデ＼ンズ
しんでんづくり【寝殿造り】［建築］,シンデンズ＼クリ
しんと【信徒】,シ＼ント
しんと【神都】,シ＼ント
しんと【新都】,シ＼ント
しんど【伸度】,シ＼ンド
しんど【深度】,シ＼ンド
しんど【進度】,シ＼ンド
しんど【震度】,シ＼ンド
しんどい,シンド＼イ
しんとう【心頭】,シントー￣
しんとう【神灯】,シントー￣
しんとう【神道】,シ＼ントー
しんとう【浸透】,シントー￣
しんとう【新刀】,シントー￣
しんとう【新党】,シ＼ントー
しんとう【親等】,シントー￣
しんどう【神童】,シンドー￣
しんどう【振動】,シンドー￣
しんどう【新道】,シンドー￣
しんどう【震動】,シンドー￣
じんとう【陣刀】,ジントー￣
じんとう【陣頭】,ジントー￣
じんどう【人道】,ジンドー￣
しんとうあつ【浸透圧】,シント＼ーアツ
じんとうしき【陣頭指揮】,ジントーし＼キ
じんとうぜい【人頭税】,ジント＼ーゼー
じんどうてき【人道的】,ジンドーテキ￣
しんとく【神徳】,シントク￣
しんとく【新得】［地名］,シ＼ントク
じんとく【人徳】,ジントク￣
しんどごきょう【震度５強】,シ＼ンド・ゴキョ＼ー
しんどごじゃく【震度５弱】,シ＼ンド・ゴジャ＼ク
しんとつかわ【新十津川】［地名］,シントつ＼カワ
ジントニック,ジント＼ニック
しんとね【新利根】［地名］,シントネ￣
じんとり【陣取り】,ジント＼リ
じんどる【陣取る】,ジンド＼ル
しんどろくきょう【震度６強】,シ＼ンド・ロくキョ＼ー
しんどろくじゃく【震度６弱】,シ＼ンド・ロクジャ＼ク
シンナー,シ＼ンナー
しんない【新内】［芸能］,シンナイ￣
しんないぶし【新内節】［芸能］,シンナイブシ￣
しんに【真に】,シ＼ンニ
しんにち【親日】,シンニチ￣
しんにちか【親日家】,シンニちカ￣
しんにちは【親日派】,シンニチハ￣
しんにほんがみ【新日本髪】,シンニホンカ゚ミ￣
しんにゅう【侵入】,シンニュー￣
しんにゅう【進入】,シンニュー￣
しんにゅう,シンニュー￣
しんにゅうせい【新入生】,シンニュ＼ーセー
しんにゅうまく【新入幕】［相撲］,シンニュ＼ーマク
しんにょ【真如】［仏教］,シ＼ンニョ
しんにょう,シンニョー￣
しんにん【信任】,シンニン￣
しんにん【新任】,シンニン￣
しんにん【親任】,シンニン￣
しんにんしき【親任式】,シンニ＼ンしキ
しんにんじょう【信任状】,シンニンジョー￣
しんねりむっつり［俗語］,シンネリムッツ＼リ
しんねん【信念】,シ＼ンネン
しんねん【新年】,シ＼ンネン
